unit_id,logical_edge_id,endpoint_a,endpoint_b,edge_flow
R_m0014_L004_W00014,through,upper,down,14
R_m0014_L004_W00015,through,upper,down,14
R_m0014_L004_W00016,through,upper,down,14
R_m0014_L004_W00017,through,upper,down,14
R_m0014_L004_W00018,through,upper,down,14
R_m0014_L004_W00019,through,upper,down,14
R_m0014_L004_W00020,through,upper,down,14
R_m0014_L004_W00021,through,upper,down,14
R_m0014_L004_W00022,through,upper,down,14
R_m0014_L004_W00023,through,upper,down,14
R_m0014_L004_W00024,through,upper,down,14
R_m0014_L004_W00025,through,upper,down,14
R_m0014_L004_W00026,through,upper,down,14
R_m0014_L004_W00027,through,upper,down,14
R_m0014_L004_W00028,through,upper,down,14
R_m0014_L004_W00029,through,upper,down,14
R_m0014_L004_W00030,through,upper,down,14
R_m0014_L004_W00031,through,upper,down,14
R_m0014_L005_W00000,through,upper,down,14
R_m0014_L005_W00001,through,upper,down,14
R_m0014_L005_W00002,through,upper,down,14
R_m0014_L005_W00003,through,upper,down,14
R_m0014_L005_W00004,through,upper,down,14
R_m0014_L005_W00005,through,upper,down,14
R_m0014_L005_W00006,through,upper,down,14
R_m0014_L005_W00007,through,upper,down,14
R_m0014_L005_W00008,through,upper,down,14
R_m0014_L005_W00009,through,upper,down,14
R_m0014_L005_W00010,through,upper,down,14
R_m0014_L005_W00011,through,upper,down,14
R_m0014_L005_W00012,through,upper,down,14
R_m0014_L005_W00013,through,upper,down,14
R_m0014_L005_W00014,through,upper,down,14
R_m0014_L005_W00015,through,upper,down,14
R_m0014_L005_W00016,through,upper,down,14
R_m0014_L005_W00017,through,upper,down,14
R_m0014_L005_W00018,through,upper,down,14
R_m0014_L005_W00019,through,upper,down,14
R_m0014_L005_W00020,through,upper,down,14
R_m0014_L005_W00021,through,upper,down,14
R_m0014_L005_W00022,through,upper,down,14
R_m0014_L005_W00023,through,upper,down,14
R_m0014_L005_W00024,through,upper,down,14
R_m0014_L005_W00025,through,upper,down,14
R_m0014_L005_W00026,through,upper,down,14
R_m0014_L005_W00027,through,upper,down,14
R_m0014_L005_W00028,through,upper,down,14
R_m0014_L005_W00029,through,upper,down,14
R_m0014_L005_W00030,through,upper,down,14
R_m0014_L005_W00031,through,upper,down,14
R_m0014_L006_W00000,through,upper,down,14
R_m0014_L006_W00001,through,upper,down,14
R_m0014_L006_W00002,through,upper,down,14
R_m0014_L006_W00003,through,upper,down,14
R_m0014_L006_W00004,through,upper,down,14
R_m0014_L006_W00005,through,upper,down,14
R_m0014_L006_W00006,through,upper,down,14
R_m0014_L006_W00007,through,upper,down,14
R_m0014_L006_W00008,through,upper,down,14
R_m0014_L006_W00009,through,upper,down,14
R_m0014_L006_W00010,through,upper,down,14
R_m0014_L006_W00011,through,upper,down,14
R_m0014_L006_W00012,through,upper,down,14
R_m0014_L006_W00013,through,upper,down,14
R_m0014_L006_W00014,through,upper,down,14
R_m0014_L006_W00015,through,upper,down,14
R_m0014_L006_W00016,through,upper,down,14
R_m0014_L006_W00017,through,upper,down,14
R_m0014_L006_W00018,through,upper,down,14
R_m0014_L006_W00019,through,upper,down,14
R_m0014_L006_W00020,through,upper,down,14
R_m0014_L006_W00021,through,upper,down,14
R_m0014_L006_W00022,through,upper,down,14
R_m0014_L006_W00023,through,upper,down,14
R_m0014_L006_W00024,through,upper,down,14
R_m0014_L006_W00025,through,upper,down,14
R_m0014_L006_W00026,through,upper,down,14
R_m0014_L006_W00027,through,upper,down,14
R_m0014_L006_W00028,through,upper,down,14
R_m0014_L006_W00029,through,upper,down,14
R_m0014_L006_W00030,through,upper,down,14
R_m0014_L006_W00031,through,upper,down,14
R_m0014_L007_W00000,through,upper,down,14
R_m0014_L007_W00001,through,upper,down,14
R_m0014_L007_W00002,through,upper,down,14
R_m0014_L007_W00003,through,upper,down,14
R_m0014_L007_W00004,through,upper,down,14
R_m0014_L007_W00005,through,upper,down,14
R_m0014_L007_W00006,through,upper,down,14
R_m0014_L007_W00007,through,upper,down,14
R_m0014_L007_W00008,through,upper,down,14
R_m0014_L007_W00009,through,upper,down,14
R_m0014_L007_W00010,through,upper,down,14
R_m0014_L007_W00011,through,upper,down,14
R_m0014_L007_W00012,through,upper,down,14
R_m0014_L007_W00013,through,upper,down,14
R_m0014_L007_W00014,through,upper,down,14
R_m0014_L007_W00015,through,upper,down,14
R_m0014_L007_W00016,through,upper,down,14
R_m0014_L007_W00017,through,upper,down,14
R_m0014_L007_W00018,through,upper,down,14
R_m0014_L007_W00019,through,upper,down,14
R_m0014_L007_W00020,through,upper,down,14
R_m0014_L007_W00021,through,upper,down,14
R_m0014_L007_W00022,through,upper,down,14
R_m0014_L007_W00023,through,upper,down,14
R_m0014_L007_W00024,through,upper,down,14
R_m0014_L007_W00025,through,upper,down,14
R_m0014_L007_W00026,through,upper,down,14
R_m0014_L007_W00027,through,upper,down,14
R_m0014_L007_W00028,through,upper,down,14
R_m0014_L007_W00029,through,upper,down,14
R_m0014_L007_W00030,through,upper,down,14
R_m0014_L007_W00031,through,upper,down,14
R_m0014_L008_W00000,through,upper,down,14
R_m0014_L008_W00001,through,upper,down,14
R_m0014_L008_W00002,through,upper,down,14
R_m0014_L008_W00003,through,upper,down,14
R_m0014_L008_W00004,through,upper,down,14
R_m0014_L008_W00005,through,upper,down,14
R_m0014_L008_W00006,through,upper,down,14
R_m0014_L008_W00007,through,upper,down,14
R_m0014_L008_W00008,through,upper,down,14
R_m0014_L008_W00009,through,upper,down,14
R_m0014_L008_W00010,through,upper,down,14
R_m0014_L008_W00011,through,upper,down,14
R_m0014_L008_W00012,through,upper,down,14
R_m0014_L008_W00013,through,upper,down,14
R_m0014_L008_W00014,through,upper,down,14
R_m0014_L008_W00015,through,upper,down,14
R_m0014_L008_W00016,through,upper,down,14
R_m0014_L008_W00017,through,upper,down,14
R_m0014_L008_W00018,through,upper,down,14
R_m0014_L008_W00019,through,upper,down,14
R_m0014_L008_W00020,through,upper,down,14
R_m0014_L008_W00021,through,upper,down,14
R_m0014_L008_W00022,through,upper,down,14
R_m0014_L008_W00023,through,upper,down,14
R_m0014_L008_W00024,through,upper,down,14
R_m0014_L008_W00025,through,upper,down,14
R_m0014_L008_W00026,through,upper,down,14
R_m0014_L008_W00027,through,upper,down,14
R_m0014_L008_W00028,through,upper,down,14
R_m0014_L008_W00029,through,upper,down,14
R_m0014_L008_W00030,through,upper,down,14
R_m0014_L008_W00031,through,upper,down,14
R_m0015_L001_W00000,through,upper,down,15
R_m0015_L001_W00001,through,upper,down,15
R_m0015_L001_W00002,through,upper,down,15
R_m0015_L001_W00003,through,upper,down,15
R_m0015_L001_W00004,through,upper,down,15
R_m0015_L001_W00005,through,upper,down,15
R_m0015_L001_W00006,through,upper,down,15
R_m0015_L001_W00007,through,upper,down,15
R_m0015_L001_W00008,through,upper,down,15
R_m0015_L001_W00009,through,upper,down,15
R_m0015_L001_W00010,through,upper,down,15
R_m0015_L001_W00011,through,upper,down,15
R_m0015_L001_W00012,through,upper,down,15
R_m0015_L001_W00013,through,upper,down,15
R_m0015_L001_W00014,through,upper,down,15
R_m0015_L001_W00015,through,upper,down,15
R_m0015_L002_W00000,through,upper,down,15
R_m0015_L002_W00001,through,upper,down,15
R_m0015_L002_W00002,through,upper,down,15
R_m0015_L002_W00003,through,upper,down,15
R_m0015_L002_W00004,through,upper,down,15
R_m0015_L002_W00005,through,upper,down,15
R_m0015_L002_W00006,through,upper,down,15
R_m0015_L002_W00007,through,upper,down,15
R_m0015_L002_W00008,through,upper,down,15
R_m0015_L002_W00009,through,upper,down,15
R_m0015_L002_W00010,through,upper,down,15
R_m0015_L002_W00011,through,upper,down,15
R_m0015_L002_W00012,through,upper,down,15
R_m0015_L002_W00013,through,upper,down,15
R_m0015_L002_W00014,through,upper,down,15
R_m0015_L002_W00015,through,upper,down,15
R_m0015_L003_W00000,through,upper,down,15
R_m0015_L003_W00001,through,upper,down,15
R_m0015_L003_W00002,through,upper,down,15
R_m0015_L003_W00003,through,upper,down,15
R_m0015_L003_W00004,through,upper,down,15
R_m0015_L003_W00005,through,upper,down,15
R_m0015_L003_W00006,through,upper,down,15
R_m0015_L003_W00007,through,upper,down,15
R_m0015_L003_W00008,through,upper,down,15
R_m0015_L003_W00009,through,upper,down,15
R_m0015_L003_W00010,through,upper,down,15
R_m0015_L003_W00011,through,upper,down,15
R_m0015_L003_W00012,through,upper,down,15
R_m0015_L003_W00013,through,upper,down,15
R_m0015_L003_W00014,through,upper,down,15
R_m0015_L003_W00015,through,upper,down,15
R_m0015_L004_W00000,through,upper,down,15
R_m0015_L004_W00001,through,upper,down,15
R_m0015_L004_W00002,through,upper,down,15
R_m0015_L004_W00003,through,upper,down,15
R_m0015_L004_W00004,through,upper,down,15
R_m0015_L004_W00005,through,upper,down,15
R_m0015_L004_W00006,through,upper,down,15
R_m0015_L004_W00007,through,upper,down,15
R_m0015_L004_W00008,through,upper,down,15
R_m0015_L004_W00009,through,upper,down,15
R_m0015_L004_W00010,through,upper,down,15
R_m0015_L004_W00011,through,upper,down,15
R_m0015_L004_W00012,through,upper,down,15
R_m0015_L004_W00013,through,upper,down,15
R_m0015_L004_W00014,through,upper,down,15
R_m0015_L004_W00015,through,upper,down,15
R_m0015_L005_W00000,through,upper,down,15
R_m0015_L005_W00001,through,upper,down,15
R_m0015_L005_W00002,through,upper,down,15
R_m0015_L005_W00003,through,upper,down,15
R_m0015_L005_W00004,through,upper,down,15
R_m0015_L005_W00005,through,upper,down,15
R_m0015_L005_W00006,through,upper,down,15
R_m0015_L005_W00007,through,upper,down,15
R_m0015_L005_W00008,through,upper,down,15
R_m0015_L005_W00009,through,upper,down,15
R_m0015_L005_W00010,through,upper,down,15
R_m0015_L005_W00011,through,upper,down,15
R_m0015_L005_W00012,through,upper,down,15
R_m0015_L005_W00013,through,upper,down,15
R_m0015_L005_W00014,through,upper,down,15
R_m0015_L005_W00015,through,upper,down,15
R_m0015_L006_W00000,through,upper,down,15
R_m0015_L006_W00001,through,upper,down,15
R_m0015_L006_W00002,through,upper,down,15
R_m0015_L006_W00003,through,upper,down,15
R_m0015_L006_W00004,through,upper,down,15
R_m0015_L006_W00005,through,upper,down,15
R_m0015_L006_W00006,through,upper,down,15
R_m0015_L006_W00007,through,upper,down,15
R_m0015_L006_W00008,through,upper,down,15
R_m0015_L006_W00009,through,upper,down,15
R_m0015_L006_W00010,through,upper,down,15
R_m0015_L006_W00011,through,upper,down,15
R_m0015_L006_W00012,through,upper,down,15
R_m0015_L006_W00013,through,upper,down,15
R_m0015_L006_W00014,through,upper,down,15
R_m0015_L006_W00015,through,upper,down,15
R_m0016_L001_W00000,through,upper,down,16
R_m0016_L001_W00001,through,upper,down,16
R_m0016_L001_W00002,through,upper,down,16
R_m0016_L001_W00003,through,upper,down,16
R_m0016_L001_W00004,through,upper,down,16
R_m0016_L001_W00005,through,upper,down,16
R_m0016_L001_W00006,through,upper,down,16
R_m0016_L001_W00007,through,upper,down,16
R_m0016_L001_W00008,through,upper,down,16
R_m0016_L001_W00009,through,upper,down,16
R_m0016_L001_W00010,through,upper,down,16
R_m0016_L001_W00011,through,upper,down,16
R_m0016_L001_W00012,through,upper,down,16
R_m0016_L001_W00013,through,upper,down,16
R_m0016_L001_W00014,through,upper,down,16
R_m0016_L001_W00015,through,upper,down,16
R_m0016_L002_W00000,through,upper,down,16
R_m0016_L002_W00001,through,upper,down,16
R_m0016_L002_W00002,through,upper,down,16
R_m0016_L002_W00003,through,upper,down,16
R_m0016_L002_W00004,through,upper,down,16
R_m0016_L002_W00005,through,upper,down,16
R_m0016_L002_W00006,through,upper,down,16
R_m0016_L002_W00007,through,upper,down,16
R_m0016_L002_W00008,through,upper,down,16
R_m0016_L002_W00009,through,upper,down,16
R_m0016_L002_W00010,through,upper,down,16
R_m0016_L002_W00011,through,upper,down,16
R_m0016_L002_W00012,through,upper,down,16
R_m0016_L002_W00013,through,upper,down,16
R_m0016_L002_W00014,through,upper,down,16
R_m0016_L002_W00015,through,upper,down,16
R_m0016_L003_W00000,through,upper,down,16
R_m0016_L003_W00001,through,upper,down,16
R_m0016_L003_W00002,through,upper,down,16
R_m0016_L003_W00003,through,upper,down,16
R_m0016_L003_W00004,through,upper,down,16
R_m0016_L003_W00005,through,upper,down,16
R_m0016_L003_W00006,through,upper,down,16
R_m0016_L003_W00007,through,upper,down,16
R_m0016_L003_W00008,through,upper,down,16
R_m0016_L003_W00009,through,upper,down,16
R_m0016_L003_W00010,through,upper,down,16
R_m0016_L003_W00011,through,upper,down,16
R_m0016_L003_W00012,through,upper,down,16
R_m0016_L003_W00013,through,upper,down,16
R_m0016_L003_W00014,through,upper,down,16
R_m0016_L003_W00015,through,upper,down,16
R_m0016_L004_W00000,through,upper,down,16
R_m0016_L004_W00001,through,upper,down,16
R_m0016_L004_W00002,through,upper,down,16
R_m0016_L004_W00003,through,upper,down,16
R_m0016_L004_W00004,through,upper,down,16
R_m0016_L004_W00005,through,upper,down,16
R_m0016_L004_W00006,through,upper,down,16
R_m0016_L004_W00007,through,upper,down,16
R_m0016_L004_W00008,through,upper,down,16
R_m0016_L004_W00009,through,upper,down,16
R_m0016_L004_W00010,through,upper,down,16
R_m0016_L004_W00011,through,upper,down,16
R_m0016_L004_W00012,through,upper,down,16
R_m0016_L004_W00013,through,upper,down,16
R_m0016_L004_W00014,through,upper,down,16
R_m0016_L004_W00015,through,upper,down,16
R_m0016_L005_W00000,through,upper,down,16
R_m0016_L005_W00001,through,upper,down,16
R_m0016_L005_W00002,through,upper,down,16
R_m0016_L005_W00003,through,upper,down,16
R_m0016_L005_W00004,through,upper,down,16
R_m0016_L005_W00005,through,upper,down,16
R_m0016_L005_W00006,through,upper,down,16
R_m0016_L005_W00007,through,upper,down,16
R_m0016_L005_W00008,through,upper,down,16
R_m0016_L005_W00009,through,upper,down,16
R_m0016_L005_W00010,through,upper,down,16
R_m0016_L005_W00011,through,upper,down,16
R_m0016_L005_W00012,through,upper,down,16
R_m0016_L005_W00013,through,upper,down,16
R_m0016_L005_W00014,through,upper,down,16
R_m0016_L005_W00015,through,upper,down,16
R_m0016_L006_W00000,through,upper,down,16
R_m0016_L006_W00001,through,upper,down,16
R_m0016_L006_W00002,through,upper,down,16
R_m0016_L006_W00003,through,upper,down,16
R_m0016_L006_W00004,through,upper,down,16
R_m0016_L006_W00005,through,upper,down,16
R_m0016_L006_W00006,through,upper,down,16
R_m0016_L006_W00007,through,upper,down,16
R_m0016_L006_W00008,through,upper,down,16
R_m0016_L006_W00009,through,upper,down,16
R_m0016_L006_W00010,through,upper,down,16
R_m0016_L006_W00011,through,upper,down,16
R_m0016_L006_W00012,through,upper,down,16
R_m0016_L006_W00013,through,upper,down,16
R_m0016_L006_W00014,through,upper,down,16
R_m0016_L006_W00015,through,upper,down,16
R_m0017_L001_W00000,through,upper,down,17
R_m0017_L001_W00001,through,upper,down,17
R_m0017_L001_W00002,through,upper,down,17
R_m0017_L001_W00003,through,upper,down,17
R_m0017_L001_W00004,through,upper,down,17
R_m0017_L001_W00005,through,upper,down,17
R_m0017_L001_W00006,through,upper,down,17
R_m0017_L001_W00007,through,upper,down,17
R_m0017_L001_W00008,through,upper,down,17
R_m0017_L001_W00009,through,upper,down,17
R_m0017_L001_W00010,through,upper,down,17
R_m0017_L001_W00011,through,upper,down,17
R_m0017_L001_W00012,through,upper,down,17
R_m0017_L001_W00013,through,upper,down,17
R_m0017_L001_W00014,through,upper,down,17
R_m0017_L001_W00015,through,upper,down,17
R_m0017_L002_W00000,through,upper,down,17
R_m0017_L002_W00001,through,upper,down,17
R_m0017_L002_W00002,through,upper,down,17
R_m0017_L002_W00003,through,upper,down,17
R_m0017_L002_W00004,through,upper,down,17
R_m0017_L002_W00005,through,upper,down,17
R_m0017_L002_W00006,through,upper,down,17
R_m0017_L002_W00007,through,upper,down,17
R_m0017_L002_W00008,through,upper,down,17
R_m0017_L002_W00009,through,upper,down,17
R_m0017_L002_W00010,through,upper,down,17
R_m0017_L002_W00011,through,upper,down,17
R_m0017_L002_W00012,through,upper,down,17
R_m0017_L002_W00013,through,upper,down,17
R_m0017_L002_W00014,through,upper,down,17
R_m0017_L002_W00015,through,upper,down,17
R_m0017_L003_W00000,through,upper,down,17
R_m0017_L003_W00001,through,upper,down,17
R_m0017_L003_W00002,through,upper,down,17
R_m0017_L003_W00003,through,upper,down,17
R_m0017_L003_W00004,through,upper,down,17
R_m0017_L003_W00005,through,upper,down,17
R_m0017_L003_W00006,through,upper,down,17
R_m0017_L003_W00007,through,upper,down,17
R_m0017_L003_W00008,through,upper,down,17
R_m0017_L003_W00009,through,upper,down,17
R_m0017_L003_W00010,through,upper,down,17
R_m0017_L003_W00011,through,upper,down,17
R_m0017_L003_W00012,through,upper,down,17
R_m0017_L003_W00013,through,upper,down,17
R_m0017_L003_W00014,through,upper,down,17
R_m0017_L003_W00015,through,upper,down,17
R_m0017_L004_W00000,through,upper,down,17
R_m0017_L004_W00001,through,upper,down,17
R_m0017_L004_W00002,through,upper,down,17
R_m0017_L004_W00003,through,upper,down,17
R_m0017_L004_W00004,through,upper,down,17
R_m0017_L004_W00005,through,upper,down,17
R_m0017_L004_W00006,through,upper,down,17
R_m0017_L004_W00007,through,upper,down,17
R_m0017_L004_W00008,through,upper,down,17
R_m0017_L004_W00009,through,upper,down,17
R_m0017_L004_W00010,through,upper,down,17
R_m0017_L004_W00011,through,upper,down,17
R_m0017_L004_W00012,through,upper,down,17
R_m0017_L004_W00013,through,upper,down,17
R_m0017_L004_W00014,through,upper,down,17
R_m0017_L004_W00015,through,upper,down,17
R_m0017_L005_W00000,through,upper,down,17
R_m0017_L005_W00001,through,upper,down,17
R_m0017_L005_W00002,through,upper,down,17
R_m0017_L005_W00003,through,upper,down,17
R_m0017_L005_W00004,through,upper,down,17
R_m0017_L005_W00005,through,upper,down,17
R_m0017_L005_W00006,through,upper,down,17
R_m0017_L005_W00007,through,upper,down,17
R_m0017_L005_W00008,through,upper,down,17
R_m0017_L005_W00009,through,upper,down,17
R_m0017_L005_W00010,through,upper,down,17
R_m0017_L005_W00011,through,upper,down,17
R_m0017_L005_W00012,through,upper,down,17
R_m0017_L005_W00013,through,upper,down,17
R_m0017_L005_W00014,through,upper,down,17
R_m0017_L005_W00015,through,upper,down,17
R_m0017_L006_W00000,through,upper,down,17
R_m0017_L006_W00001,through,upper,down,17
R_m0017_L006_W00002,through,upper,down,17
R_m0017_L006_W00003,through,upper,down,17
R_m0017_L006_W00004,through,upper,down,17
R_m0017_L006_W00005,through,upper,down,17
R_m0017_L006_W00006,through,upper,down,17
R_m0017_L006_W00007,through,upper,down,17
R_m0017_L006_W00008,through,upper,down,17
R_m0017_L006_W00009,through,upper,down,17
R_m0017_L006_W00010,through,upper,down,17
R_m0017_L006_W00011,through,upper,down,17
R_m0017_L006_W00012,through,upper,down,17
R_m0017_L006_W00013,through,upper,down,17
R_m0017_L006_W00014,through,upper,down,17
R_m0017_L006_W00015,through,upper,down,17
R_m0018_L001_W00000,through,upper,down,18
R_m0018_L001_W00001,through,upper,down,18
R_m0018_L001_W00002,through,upper,down,18
R_m0018_L001_W00003,through,upper,down,18
